score_lr,score_diff_of_means
0.022673,0.382080
0.009270,0.357768
0.006029,0.337765
0.028327,0.393902
0.025327,0.386015
0.125269,0.429753
0.028923,0.393740
0.036097,0.395046
0.057844,0.407981
0.053705,0.406510
0.018333,0.377394
0.033409,0.399757
0.042525,0.400480
0.004992,0.347821
0.034764,0.392632
0.062250,0.413055
0.026231,0.386119
0.021987,0.380555
0.003018,0.334814
0.163143,0.445567
0.020836,0.379374
0.010457,0.363723
0.044826,0.402556
0.023024,0.382510
0.047645,0.399572
0.025222,0.383770
0.022833,0.378319
0.034134,0.401400
0.003452,0.339226
0.023150,0.382520
0.010599,0.366977
0.013121,0.367727
0.024792,0.385995
0.026810,0.387388
0.024260,0.386743
0.018181,0.373793
0.020714,0.381635
0.016271,0.377223
0.026098,0.389197
0.053468,0.415365
0.019465,0.376324
0.028428,0.388203
0.011915,0.364710
0.063245,0.408923
0.021844,0.378719
0.039043,0.393648
0.138396,0.433705
0.132903,0.436275
0.034421,0.399063
0.013355,0.383226
0.036422,0.395190
0.028769,0.386888
0.065708,0.411841
0.032728,0.398749
0.030709,0.394912
0.026763,0.389446
0.052132,0.423832
0.013341,0.372331
0.023806,0.388364
0.013899,0.365060
0.034398,0.398300
0.017468,0.376786
0.029844,0.393250
0.018154,0.379401
0.024966,0.384435
0.017336,0.369792
0.004401,0.343268
0.030355,0.394578
0.016475,0.370091
0.027182,0.393082
0.009312,0.359968
0.005373,0.353229
0.011535,0.364960
0.007563,0.361688
0.010840,0.368753
0.013144,0.373075
0.021341,0.397333
0.040821,0.398401
0.024204,0.391078
0.008951,0.373199
0.070719,0.419512
0.012804,0.367757
0.064028,0.413327
0.006075,0.349693
0.018568,0.381192
0.022565,0.386075
0.077982,0.423713
0.025228,0.388213
0.017339,0.376885
0.042991,0.396298
0.019232,0.377729
0.013077,0.368169
0.006730,0.361412
0.003823,0.338543
0.017146,0.380595
0.010497,0.359882
0.017573,0.375625
0.009551,0.367046
0.039603,0.398997
0.028526,0.388832
0.041232,0.397701
0.027883,0.385903
0.008886,0.365407
0.021324,0.386551
0.010131,0.365814
0.013670,0.374143
0.019670,0.381536
0.068376,0.425627
0.012935,0.370045
0.009105,0.356246
0.042552,0.401604
0.055008,0.406585
0.025018,0.387802
0.018002,0.371952
0.037284,0.397285
0.025020,0.395758
0.018735,0.380067
0.007658,0.361787
0.034737,0.391044
0.021870,0.384492
0.024702,0.397561
0.017588,0.375774
0.017211,0.378559
0.026025,0.389307
0.037157,0.395768
0.013746,0.369397
0.027883,0.389374
0.042243,0.399261
0.048978,0.400838
0.013168,0.370486
0.013282,0.375221
0.043302,0.400151
0.020463,0.380147
0.011230,0.360917
0.012559,0.356849
0.026352,0.386301
0.016845,0.377089
0.011137,0.368828
0.003824,0.346594
0.002024,0.336803
0.027485,0.364536
0.032285,0.390928
0.021125,0.382857
0.002881,0.345185
0.012906,0.368214
0.029123,0.389586
0.026812,0.389705
0.019630,0.381894
0.007293,0.353524
0.023719,0.383426
0.016174,0.370955
0.026656,0.387185
0.099270,0.432404
0.015596,0.379004
0.007356,0.353827
0.019720,0.382985
0.015464,0.379977
0.012321,0.367021
0.034357,0.388954
0.019117,0.380424
0.004550,0.350637
0.031437,0.390651
0.015726,0.383139
0.010497,0.359030
0.019270,0.377065
0.017625,0.372113
0.097809,0.418296
0.020806,0.379696
0.036233,0.395526
0.057478,0.409261
0.014727,0.379570
0.045681,0.402403
0.026721,0.387317
0.013719,0.377861
0.021217,0.382535
0.041134,0.402380
0.102048,0.430357
0.040784,0.395675
0.036445,0.401260
0.021060,0.382045
0.035446,0.395769
0.017207,0.375893
0.009235,0.359883
0.048857,0.403386
0.031636,0.391801
0.008302,0.363396
0.038077,0.411753
0.014665,0.375244
0.021482,0.387748
0.018268,0.381604
0.039520,0.405557
0.043425,0.402270
0.059626,0.411891
0.030338,0.392566
0.016229,0.377769
0.024849,0.388428
0.010417,0.367019
0.020613,0.376418
0.021738,0.381131
0.016223,0.364396
0.031267,0.397434
0.026000,0.387623
0.018895,0.378489
0.040236,0.398084
0.007485,0.353156
0.027462,0.382790
0.079710,0.414002
0.087824,0.421360
0.027217,0.391337
0.024265,0.384926
0.019491,0.378980
0.034556,0.393576
0.041676,0.400833
0.027839,0.390243
0.021891,0.380940
0.050423,0.402960
0.023132,0.382299
0.023313,0.383866
0.030754,0.391026
0.108029,0.428867
0.020848,0.380931
0.034296,0.394359
0.036769,0.397369
0.022894,0.383075
0.011471,0.364098
0.029195,0.390016
0.045681,0.402489
0.047280,0.401598
0.025618,0.385513
0.025310,0.383210
0.015205,0.364972
0.022383,0.381930
0.027984,0.388777
0.024122,0.382002
0.016982,0.374222
0.020872,0.380807
0.014745,0.373999
0.002219,0.332264
0.042672,0.396261
0.050815,0.410698
0.028409,0.388458
0.031369,0.391532
0.036517,0.395059
0.037806,0.397737
0.021661,0.381473
0.018075,0.376647
0.035051,0.390518
0.010146,0.365963
0.022097,0.381922
0.019044,0.384114
0.014513,0.374919
0.015676,0.371415
0.017042,0.376581
0.012028,0.369859
0.013955,0.373842
0.016761,0.373608
0.004534,0.353004
0.014538,0.373133
0.029512,0.391781
0.014717,0.379283
0.070744,0.413398
0.029073,0.387923
0.077966,0.417756
0.028870,0.386182
0.006003,0.358128
0.005915,0.346756
0.034554,0.394714
0.029687,0.396194
0.023196,0.389587
0.039482,0.405205
0.014159,0.368408
0.079554,0.414006
0.021161,0.379856
0.015146,0.363815
0.016338,0.372170
0.020050,0.373172
0.014450,0.372915
0.008983,0.358589
0.027812,0.390295
0.031934,0.389497
0.026815,0.383152
0.014882,0.372067
0.034351,0.392202
0.014543,0.372483
0.017627,0.377875
0.025855,0.382586
0.001942,0.329750
0.013607,0.370058
0.013271,0.367255
0.006887,0.366128
0.024907,0.391108
0.014882,0.376056
0.023268,0.387193
0.031068,0.393105
0.012060,0.379568
0.003839,0.351641
0.024523,0.393396
0.009001,0.358243
0.033761,0.391231
0.016822,0.376319
0.061606,0.407370
0.025609,0.389350
0.026083,0.396994
0.026579,0.386154
0.050115,0.403785
0.006143,0.350833
0.032919,0.393636
0.023835,0.384272
0.017538,0.377696
0.027465,0.391830
0.030513,0.388826
0.023611,0.386821
0.002943,0.336914
0.018787,0.379634
0.044684,0.397381
0.012811,0.360726
0.048740,0.401746
0.011741,0.371913
0.047635,0.408480
0.020419,0.379475
0.055156,0.407881
0.032011,0.391164
0.037351,0.396531
0.020520,0.378705
0.021343,0.381996
0.015094,0.369891
0.032325,0.391863
0.010851,0.366821
0.041736,0.398667
0.121601,0.435341
0.045511,0.403143
0.061046,0.411772
0.042976,0.401868
0.319969,0.466652
0.029339,0.394924
0.012304,0.369827
0.057561,0.407511
0.029684,0.393010
0.052608,0.407406
0.022736,0.379364
0.016655,0.377065
0.007301,0.358242
0.010143,0.367426
0.005469,0.355405
0.010277,0.366761
0.023676,0.388184
0.055583,0.413248
0.020720,0.376367
0.030206,0.390340
0.008696,0.364970
0.022152,0.384030
0.039963,0.400051
0.024500,0.377911
0.008298,0.355645
0.031847,0.392725
0.017209,0.379618
0.005872,0.357227
0.003490,0.348842
0.079228,0.414069
0.031922,0.394595
0.015277,0.380909
0.017380,0.385973
0.025332,0.389542
0.017209,0.384195
0.002991,0.338893
0.022670,0.394068
0.015715,0.372406
0.008914,0.362481
0.033272,0.394975
0.009219,0.364850
0.012886,0.372423
0.127509,0.441027
0.020036,0.385774
0.029540,0.385567
0.011288,0.366531
0.012950,0.369595
0.024655,0.383565
0.045841,0.404795
0.054079,0.403149
0.015225,0.377653
0.011031,0.374480
0.025109,0.386185
0.035527,0.397502
0.059780,0.409025
0.044300,0.398650
0.026262,0.386124
0.045888,0.402687
0.014654,0.370719
0.033173,0.394154
0.021896,0.381068
0.021463,0.378894
0.007323,0.360070
0.013906,0.370787
0.025939,0.382578
0.006579,0.347273
0.021976,0.383273
0.044168,0.397759
0.026003,0.389797
0.056937,0.415176
0.006053,0.352510
0.025571,0.375323
0.008100,0.361273
0.003383,0.349988
0.068503,0.411094
0.018115,0.389618
0.005236,0.341221
0.047495,0.412605
0.015396,0.380440
0.032486,0.385556
0.024930,0.386159
0.014529,0.375538
0.019644,0.380820
0.001688,0.334530
0.025769,0.387789
0.023107,0.378692
0.018128,0.380606
0.022997,0.385754
0.006129,0.346037
0.026704,0.387623
0.019602,0.383286
0.038345,0.395721
0.029492,0.389841
0.095222,0.431773
0.013643,0.375219
0.012567,0.369632
0.012105,0.372257
0.240503,0.456009
0.024278,0.384253
0.043870,0.402164
0.016590,0.377344
0.003801,0.337954
0.014234,0.374576
0.025393,0.388524
0.029773,0.395057
0.007761,0.367858
0.027929,0.390595
0.016071,0.368432
0.019600,0.379912
0.017256,0.373073
0.050408,0.403228
0.042629,0.398206
0.050224,0.406541
0.009315,0.366614
0.087551,0.415903
0.029819,0.390044
0.017492,0.378641
0.025193,0.385299
0.019637,0.374296
0.025137,0.388525
0.027298,0.385411
0.010051,0.363226
0.012815,0.371770
0.013935,0.377275
0.015448,0.373912
0.050150,0.403035
0.013943,0.371139
0.018658,0.378343
0.024067,0.389341
0.027217,0.385921
0.011470,0.368832
0.014397,0.372451
0.002853,0.339972
0.047363,0.406400
0.026916,0.388185
0.013723,0.376264
0.019357,0.380657
0.040638,0.402920
0.026484,0.388502
0.024978,0.389040
0.011829,0.366913
0.005391,0.355307
0.013266,0.374998
0.014285,0.376684
0.008128,0.362596
0.014050,0.373922
0.073969,0.415051
0.053150,0.412868
0.016433,0.383271
0.021080,0.386623
0.013660,0.365627
0.018892,0.374879
0.021372,0.384224
0.029841,0.393816
0.029724,0.384163
0.021542,0.382719
0.035897,0.391385
0.066001,0.414814
0.035577,0.392257
0.007571,0.359990
0.005370,0.357396
0.011790,0.365934
0.028708,0.388921
0.031044,0.390713
0.069363,0.431944
0.067810,0.407355
0.029102,0.390713
0.026338,0.387973
0.016992,0.374770
0.034269,0.392454
0.016165,0.370814
0.016903,0.379209
0.042252,0.400324
0.022616,0.382543
0.046413,0.399626
0.022418,0.386274
0.026784,0.384920
0.093177,0.423373
0.005232,0.357284
0.018722,0.380118
0.003746,0.347157
0.090148,0.421308
0.045174,0.403874
0.028989,0.395729
0.028201,0.392301
0.024068,0.389979
0.022063,0.385603
0.012462,0.363528
0.008426,0.358810
0.013513,0.382482
0.020368,0.381415
0.097280,0.425670
0.022977,0.387107
0.013602,0.377018
0.011394,0.371476
0.014480,0.371023
0.025229,0.386452
0.005149,0.351242
0.043493,0.397049
0.037723,0.397222
0.031988,0.391261
0.033251,0.392365
0.024656,0.386479
0.041352,0.396907
0.037807,0.395950
0.041746,0.397559
0.038902,0.397104
0.055119,0.410814
0.012951,0.385930
0.008776,0.371020
0.011380,0.366640
0.004833,0.356469
0.021168,0.388605
0.014240,0.359935
0.013311,0.371599
0.021841,0.385253
0.017604,0.371175
0.007144,0.359632
0.033773,0.394986
0.009726,0.360885
0.021040,0.376618
0.018724,0.384352
0.034058,0.394666
0.009723,0.361675
0.011825,0.366450
0.029060,0.390159
0.019969,0.380740
0.024812,0.388817
0.021754,0.383265
0.018051,0.379275
0.016376,0.378806
0.055029,0.407782
0.047493,0.404545
0.085180,0.417267
0.032661,0.392969
0.009565,0.365577
0.019569,0.381320
0.037977,0.398173
0.059573,0.409036
0.018842,0.380915
0.013544,0.364873
0.058980,0.411582
0.019223,0.376462
0.034612,0.396229
0.029050,0.392681
0.018583,0.378968
0.029435,0.390425
0.017250,0.372810
0.043179,0.400226
0.019024,0.382319
0.009792,0.360275
0.029192,0.384992
0.054884,0.399936
0.003971,0.339514
0.023702,0.383929
0.022782,0.383300
0.016486,0.372571
0.009486,0.368502
0.040735,0.400688
0.012096,0.366004
0.006992,0.358358
0.024522,0.390588
0.048811,0.405814
0.013884,0.372466
0.017615,0.370060
0.020857,0.383546
0.018275,0.377947
0.034874,0.395113
0.024195,0.381714
0.006952,0.356404
0.012431,0.368615
0.022744,0.385540
0.024107,0.380540
0.017540,0.377555
0.016259,0.375858
0.065894,0.410423
0.006246,0.345354
0.022213,0.380016
0.078176,0.417149
0.035054,0.397379
0.022055,0.382276
0.017715,0.373314
0.034183,0.393428
0.031312,0.394382
0.032951,0.392989
0.034829,0.395621
0.011942,0.365627
0.005845,0.347026
0.015285,0.373407
0.071860,0.422405
0.054294,0.408529
0.029763,0.401569
0.006623,0.353263
0.023894,0.383470
0.060617,0.407894
0.025080,0.386767
0.021590,0.384882
0.014766,0.377211
0.036282,0.393364
0.082437,0.420594
0.019484,0.396384
0.024586,0.383751
0.026580,0.385336
0.008367,0.364090
0.082321,0.415799
0.008132,0.364514
0.032135,0.393335
0.009628,0.359497
0.009944,0.366084
0.042027,0.401044
0.021924,0.380627
0.030233,0.391235
0.036950,0.399049
0.028976,0.392555
0.019012,0.377011
0.016658,0.374241
0.008733,0.363667
0.022254,0.383834
0.019423,0.382182
0.015820,0.377502
0.010794,0.375003
0.012791,0.371186
0.044878,0.404683
0.019156,0.379416
0.022064,0.390313
0.027430,0.389404
0.026831,0.387995
0.038597,0.397867
0.019279,0.378490
0.040752,0.399343
0.035841,0.405243
0.025326,0.392050
0.016582,0.372867
0.028629,0.390694
0.011057,0.372120
0.020877,0.379680
0.017919,0.370544
0.027919,0.388353
0.023909,0.382944
0.052504,0.399445
0.072921,0.419706
0.013868,0.368889
0.021631,0.380148
0.018434,0.381628
0.025974,0.385256
0.027052,0.385496
0.037446,0.400723
0.048152,0.404092
0.044505,0.401361
0.057226,0.408516
0.039314,0.396830
0.005620,0.358537
0.009336,0.355553
0.008368,0.359293
0.010005,0.366108
0.031232,0.390099
0.011665,0.364468
0.026717,0.374359
0.044042,0.397278
0.023775,0.374392
0.030059,0.383748
0.020446,0.380411
0.028320,0.391132
0.017223,0.363127
0.021285,0.378069
0.044106,0.396791
0.039762,0.396457
0.025835,0.386999
0.029707,0.390479
0.020610,0.384958
0.022058,0.386779
0.012097,0.369578
0.010430,0.355782
0.030786,0.393267
0.029416,0.390840
0.027129,0.388713
0.026078,0.382760
0.051426,0.406764
0.012069,0.359718
0.022347,0.379795
0.007262,0.369654
0.021921,0.382909
0.005500,0.339484
0.022345,0.381112
0.067998,0.414079
0.021010,0.385830
0.017001,0.379832
0.042916,0.401908
0.037987,0.392675
0.034219,0.394725
0.014008,0.384449
0.013256,0.372853
0.018417,0.383042
0.055906,0.404088
0.077817,0.414444
0.012643,0.369547
0.049515,0.420858
0.009029,0.359898
0.022978,0.388045
0.041408,0.402021
0.001887,0.321132
0.055959,0.416925
0.064421,0.411474
0.017800,0.375603
0.011522,0.368064
0.015027,0.373985
0.031367,0.389632
0.018220,0.381139
0.039248,0.399027
0.040631,0.398627
0.023242,0.386885
0.046902,0.404439
0.004505,0.346870
0.023345,0.383923
0.016943,0.378526
0.002077,0.344210
0.027679,0.383284
0.054554,0.403715
0.047223,0.400103
0.001889,0.338349
0.013784,0.363574
0.034314,0.398082
0.024642,0.396514
0.020016,0.381075
0.046905,0.402595
0.023926,0.391879
0.074929,0.433095
0.002415,0.341935
0.012394,0.389405
0.355049,0.477448
0.020572,0.382621
0.011571,0.364187
0.056827,0.413254
0.036231,0.406183
0.033534,0.388076
0.028528,0.394873
0.011621,0.365519
0.023826,0.383787
0.064915,0.417729
0.018905,0.377122
0.018915,0.374799
0.046590,0.402502
0.029113,0.390098
0.230207,0.453445
0.012226,0.372238
0.038445,0.393780
0.028130,0.386502
0.024275,0.386040
0.021290,0.380134
0.016082,0.375572
0.117826,0.441311
0.010714,0.358735
0.033584,0.395394
0.026753,0.393602
0.023762,0.383738
0.008646,0.349223
0.015445,0.376815
0.059976,0.410000
0.014402,0.378395
0.039243,0.396265
0.012562,0.365429
0.033012,0.392395
0.014240,0.374037
0.006683,0.361837
0.011728,0.375606
0.010253,0.365304
0.020052,0.382923
0.017385,0.374784
0.013099,0.371056
0.012864,0.368476
0.018153,0.390724
0.036685,0.402733
0.009940,0.363546
0.037793,0.393014
0.012029,0.370574
0.030832,0.392890
0.021068,0.375870
0.017803,0.375806
0.004856,0.348932
0.027842,0.394092
0.027509,0.395514
0.019175,0.379161
0.034510,0.397309
0.014175,0.377027
0.021732,0.388815
0.072850,0.416706
0.023618,0.385116
0.018159,0.380552
0.012376,0.377526
0.028623,0.403053
0.039379,0.404859
0.025585,0.386795
0.009535,0.363411
0.007707,0.359330
0.045391,0.401222
0.014103,0.375913
0.039731,0.395199
0.013799,0.373780
0.068768,0.410763
0.021906,0.385692
0.016992,0.384402
0.023903,0.385491
0.030339,0.393693
0.005971,0.362403
0.036770,0.392425
0.013930,0.369186
0.022325,0.373844
0.016421,0.374112
0.015219,0.370740
0.015414,0.372934
0.051291,0.403810
0.011946,0.369551
0.010886,0.355522
0.051843,0.403545
0.020710,0.375918
0.044829,0.375113
0.023600,0.398929
0.034291,0.391835
0.005347,0.355085
0.019245,0.379451
0.011708,0.379255
0.025455,0.386498
0.048291,0.402796
0.015416,0.368565
0.040457,0.396700
0.044487,0.407221
0.024849,0.383488
0.048334,0.400594
0.013045,0.372056
0.026046,0.387530
0.012682,0.375175
0.027043,0.390313
0.035754,0.393265
0.016759,0.376002
0.049116,0.402836
0.016997,0.375741
0.024768,0.384958
0.020363,0.383888
0.021338,0.381977
0.028776,0.391269
0.082376,0.415789
0.042526,0.399374
0.033614,0.391811
0.025045,0.388319
0.021969,0.379972
0.039472,0.399529
0.017282,0.380854
0.007857,0.352385
0.073279,0.412215
0.008534,0.361741
0.036390,0.399139
0.020942,0.380601
0.034538,0.394041
0.017669,0.373960
0.007623,0.364855
0.025083,0.387131
0.023603,0.381417
0.022827,0.384536
0.026009,0.390066
0.016097,0.372781
0.019196,0.380785
0.060339,0.417277
0.010286,0.368815
0.021794,0.388192
0.041066,0.400476
0.021613,0.377832
0.059685,0.413053
0.058528,0.406672
0.024386,0.385595
0.017304,0.377876
0.023252,0.387543
0.004332,0.347584
0.015572,0.376708
0.009308,0.362734
0.011876,0.368603
0.042879,0.399211
0.021926,0.379370
0.009069,0.363026
0.017091,0.374107
0.049626,0.405026
0.022271,0.386528
0.023656,0.385554
0.026194,0.385963
0.009908,0.369171
0.027354,0.395882
0.020230,0.381224
0.035159,0.395081
0.010590,0.365167
0.021040,0.388241
0.028836,0.389142
0.024843,0.385196
0.008875,0.353703
0.064385,0.415065
0.035314,0.394738
0.025289,0.386092
0.297858,0.459498
0.031759,0.397268
0.032427,0.393160
0.040392,0.400962
0.015935,0.377212
0.040205,0.397544
0.031868,0.394157
0.075395,0.421559
0.029873,0.392980
0.010743,0.358757
0.047598,0.402998
0.016235,0.375825
0.038611,0.396225
0.016422,0.372705
0.035212,0.396919
0.055267,0.411137
0.016694,0.372233
0.058528,0.409354
0.014176,0.367709
0.013949,0.367722
0.022681,0.381049
0.018453,0.372929
0.010684,0.354295
0.044147,0.402577
0.024104,0.389534
0.033044,0.392510
0.024019,0.384606
0.017307,0.385743
0.008894,0.356247
0.018911,0.384559
0.013414,0.381129
0.019715,0.378556
0.010184,0.361122
0.005490,0.362247
0.025374,0.387466
0.015157,0.371939
0.007203,0.362629
0.021966,0.380900
0.034023,0.391682
0.002559,0.343247
0.026271,0.387024
0.019584,0.382980
0.011628,0.366298
0.015882,0.375143
0.022884,0.382507
0.025611,0.383119
0.052999,0.404849
0.043678,0.402471
0.192322,0.459621
0.019449,0.375465
0.020918,0.384182
0.008445,0.358685
0.032924,0.390181
0.020935,0.380320
0.004034,0.344942
0.056469,0.409413
0.288796,0.459725
0.008451,0.354125
0.030025,0.393063
0.007262,0.355279
0.305652,0.469238
0.074091,0.416768
0.016612,0.380714
0.024465,0.386664
0.022137,0.380799
0.012612,0.366948
0.030057,0.391653
0.027327,0.390505
0.011871,0.372126
0.020054,0.383020
0.047941,0.401620
0.039744,0.397304
0.028612,0.381835
0.060863,0.410759
0.020979,0.382135
0.016090,0.375332
0.029809,0.385914
0.036572,0.395504
0.032906,0.391166
0.023575,0.383944
0.015984,0.369419
0.050220,0.409255
0.006224,0.359313
0.008377,0.363511
0.015212,0.379624
0.018719,0.386276
0.015597,0.368058
0.013429,0.370822
0.041046,0.397844
0.017998,0.382068
0.091067,0.423902
0.037310,0.396284
0.022856,0.387355
0.013065,0.377189
0.053737,0.414682
0.034960,0.409869
0.094542,0.434247
0.076255,0.422782
0.008137,0.363297
0.182153,0.448745
0.014650,0.371784
0.006633,0.354651
0.029467,0.395132
0.021555,0.380040
0.047923,0.411441
0.008364,0.356400
0.024672,0.377307
0.072102,0.416253
0.010981,0.365971
0.025314,0.389961
0.004161,0.332196
0.033555,0.397755
0.005142,0.359007
0.008285,0.358670
0.009422,0.369439
0.023150,0.380496
0.019455,0.385161
0.015926,0.379782
0.039422,0.412127
0.025524,0.387524
0.018815,0.382980
0.011104,0.366043
0.010517,0.365215
0.010889,0.363387
0.037185,0.402856
0.017904,0.381054
0.018418,0.383227
0.058863,0.413121
0.090954,0.430700
0.020119,0.382885
0.024125,0.384740
0.030365,0.393178
0.019335,0.379346
0.029793,0.386889
0.021068,0.385209
0.011545,0.371044
0.029339,0.392616
0.020350,0.380024
0.024293,0.383440
0.049833,0.403378
0.022371,0.384938
0.020987,0.387172
0.063938,0.409971
0.043637,0.400089
0.031843,0.392923
0.025597,0.386967
0.032831,0.389556
0.035472,0.394106
0.017417,0.377651
0.065569,0.417651
0.024487,0.387831
0.027055,0.387360
0.022945,0.383350
0.046586,0.399439
0.019249,0.377629
0.012769,0.375058
0.009361,0.366303
0.025798,0.389432
0.024622,0.383833
0.086394,0.415894
0.021573,0.381695
0.027377,0.386980
0.022903,0.381983
0.028738,0.388492
0.112389,0.436019
0.053453,0.414354
0.013900,0.373976
0.007524,0.351935
0.012357,0.368244
0.005838,0.354097
0.008052,0.350443
0.022468,0.383318
0.004051,0.332044
0.070918,0.413422
0.028203,0.387392
0.032558,0.392574
0.050539,0.404664
0.045365,0.401672
0.021281,0.380965
0.036659,0.413128
0.008827,0.371107
0.012605,0.361379
0.009306,0.378420
0.042090,0.398779
0.032321,0.393050
0.025644,0.393045
0.019968,0.382058
0.013746,0.368722
0.021614,0.381015
0.028251,0.393247
0.031209,0.392698
0.100420,0.420261
0.042286,0.397198
0.009901,0.365043
0.033736,0.395411
0.022298,0.383791
0.027263,0.395189
0.329205,0.466501
0.010276,0.368652
0.024133,0.384005
0.037237,0.397859
0.001460,0.319801
0.083457,0.419939
0.045470,0.414814
0.036943,0.402814
0.019303,0.393154
0.033339,0.393367
0.007287,0.353647
0.007528,0.357943
0.037896,0.399515
0.057318,0.407585
0.013649,0.372651
0.025897,0.387805
0.020238,0.382010
0.069234,0.413657
0.012442,0.372470
0.029145,0.388460
0.020769,0.380981
0.025573,0.386392
0.034015,0.394417
0.033574,0.393250
0.032605,0.394147
0.014286,0.372035
0.006975,0.350980
0.022927,0.384191
0.071203,0.415831
0.031955,0.405764
0.013392,0.367200
0.069732,0.415101
0.015142,0.375636
0.019470,0.380654
0.044977,0.400343
0.016712,0.375918
0.008981,0.366099
0.009540,0.365509
0.069117,0.415311
0.040786,0.402493
0.050155,0.407130
0.054124,0.410364
0.028495,0.390841
0.063318,0.416987
0.007102,0.358035
0.035696,0.395783
0.022392,0.384019
0.009181,0.359723
0.011575,0.369886
0.050794,0.404292
0.009014,0.361443
0.014181,0.365657
0.007831,0.368185
0.021886,0.388537
0.014191,0.375685
0.056703,0.414918
0.010294,0.363667
0.013089,0.370925
0.015681,0.375259
0.027481,0.392915
0.014936,0.380085
0.038718,0.396944
0.037049,0.394146
0.029473,0.385341
0.035398,0.395469
0.022657,0.383159
0.011250,0.365223
0.029576,0.390143
0.077393,0.420315
0.041711,0.399356
0.020828,0.380287
0.078303,0.415709
0.035632,0.397854
0.020085,0.380398
0.004009,0.344797
0.020520,0.385305
0.035131,0.393897
0.005197,0.342886
0.025953,0.384798
0.037653,0.395221
0.007052,0.354878
0.016885,0.380374
0.011878,0.361776
0.011980,0.364504
0.013900,0.354866
0.040868,0.395297
0.006444,0.355430
0.018799,0.380980
0.022575,0.385838
0.021641,0.382639
0.003168,0.337358
0.038505,0.394603
0.016824,0.377629
0.028419,0.395463
0.036556,0.394991
0.003115,0.342923
0.023221,0.380982
0.037125,0.400430
0.037203,0.407904
0.040153,0.400319
0.032574,0.396334
0.026750,0.386537
0.008043,0.349491
0.022014,0.389033
0.037085,0.394983
0.034414,0.392320
0.015276,0.366027
0.010748,0.365743
0.017401,0.368621
0.016876,0.374605
0.041206,0.395639
0.048822,0.400178
0.008284,0.354658
0.024964,0.382875
0.014127,0.366105
0.004549,0.357364
0.036106,0.395140
0.010855,0.371450
0.022594,0.396761
0.008758,0.365466
0.031724,0.387123
0.021365,0.384240
0.027722,0.390078
0.038768,0.397415
0.038283,0.397778
0.044189,0.400036
0.023204,0.384071
0.025027,0.390366
0.006031,0.350321
0.016232,0.379361
0.026425,0.401052
0.014715,0.374859
0.025082,0.391297
0.016170,0.376203
0.037216,0.395302
0.025935,0.383441
0.032730,0.396189
0.029837,0.389743
0.025096,0.381842
0.015467,0.367878
0.072877,0.415811
0.013732,0.367741
0.016316,0.374105
0.043939,0.393444
0.017332,0.380561
0.014241,0.366407
0.022459,0.384139
0.034318,0.392787
0.043304,0.407201
0.024923,0.380924
0.018940,0.385552
0.036736,0.398275
0.030923,0.399649
0.015337,0.378437
0.012888,0.372527
0.013102,0.363617
0.015731,0.377370
0.018585,0.378007
0.014795,0.379757
0.022057,0.366718
0.011072,0.371603
0.006322,0.352623
0.053234,0.404014
0.006662,0.357396
0.025651,0.385043
0.030209,0.394463
0.003894,0.351200
0.040679,0.397657
0.018987,0.382677
0.020325,0.378935
0.021063,0.382405
0.032711,0.391936
0.030826,0.389333
0.026926,0.386674
0.036502,0.396537
0.063690,0.407341
0.042894,0.397680
0.025498,0.385232
0.046497,0.405878
0.023987,0.386133
0.017762,0.380224
0.052445,0.407193
0.026994,0.390922
0.034834,0.396279
0.054631,0.404000
0.016940,0.377434
0.015167,0.364759
0.033201,0.397261
0.021008,0.381591
0.022572,0.381326
0.026064,0.385853
0.068629,0.415270
0.028748,0.390972
0.015069,0.374051
0.064048,0.420682
0.020932,0.380198
0.042614,0.398963
0.036161,0.401222
0.012350,0.371873
0.043189,0.398506
0.006535,0.336863
0.040657,0.399172
0.052654,0.405250
0.037450,0.395030
0.073016,0.413521
0.010560,0.369015
0.018052,0.376893
0.021377,0.378471
0.052997,0.414454
0.033347,0.395183
0.004177,0.351331
0.032180,0.393591
0.033202,0.392823
0.023186,0.383857
0.011039,0.369260
0.008799,0.366792
0.014052,0.371250
0.017655,0.372276
0.013336,0.373166
0.022612,0.381354
0.039490,0.397813
0.027072,0.384805
0.013048,0.372623
0.003365,0.337916
0.012364,0.365754
0.078162,0.418267
0.026637,0.387818
0.013826,0.366077
0.000309,0.297570
0.008012,0.365391
0.033891,0.390070
0.013641,0.371107
0.010795,0.366108
0.028614,0.393400
0.041390,0.395723
0.032257,0.388263
0.018006,0.376841
0.029746,0.388313
0.034626,0.395371
0.017255,0.378274
0.022135,0.384270
0.019979,0.376862
0.052228,0.395013
0.046780,0.396680
0.018244,0.384660
0.023150,0.385327
0.022162,0.383969
0.027812,0.383821
0.012597,0.369606
0.022349,0.386867
0.031849,0.392980
0.049449,0.409481
0.006755,0.364094
0.017310,0.365574
0.062653,0.411092
0.028833,0.388591
0.019326,0.379398
0.024153,0.381482
0.029753,0.391090
0.017771,0.376956
0.013064,0.369317
0.022056,0.375393
0.046693,0.403879
0.026695,0.392830
0.006564,0.350028
0.024093,0.386170
0.047293,0.402373
0.031816,0.395836
0.557626,0.502140
0.015402,0.370720
0.035690,0.392919
0.025658,0.389065
0.021929,0.381569
0.007395,0.364245
0.029709,0.384860
0.019312,0.379431
0.007581,0.350811
